id,name,abadi_type,diag,ostan,shahrestan,bakhsh,dehestan,amar_code
7671,ایستگاه فرستنده وگیرنده ارسنجان,0,,17,25,817,1721,717010003083125
7672,ایستگاه فریمان,0,,11,308,734,1480,922020002162698
7673,ایستگاه فشار شکن رودک,0,,17,331,501,2012,710020002372876
7674,ایستگاه فشار شکن گاز,0,,26,27,945,1532,1507020002815447
7675,ایستگاه فشار گاز,0,,13,184,766,895,609020002806353
7676,ایستگاه فشار گاز یوسفی,0,,13,43,157,632,616010001362227
7677,ایستگاه فشارشکن شماره 3,0,,17,331,501,2021,710020001080008
7678,ایستگاه فشارگاز دولت آباد,0,,17,309,1071,2514,708040001907354
7679,ایستگاه فیبر نوری ساغند,0,,31,22,231,1205,2101010002821871
7680,ایستگاه قرانقو,0,,1,413,651,232,310040001036270
7681,ایستگاه قطاراباده,0,,17,2,110,428,701050002807710
7682,ایستگاه قلعه رزه,0,,13,46,42,834,602010001054421
7683,ایستگاه کاوه,0,,31,61,1015,2297,2102020001245438
7684,ایستگاه کشاورزی,0,,21,214,877,1933,804020013099720
7685,ایستگاه کشاورزی,0,,21,420,891,1703,821010002093853
7686,ایستگاه کشاورزی سد شاوور,0,,13,276,384,1518,614010002364491
7687,ایستگاه کشاورزی میان جنگل,0,,17,309,840,678,708030001373259
7688,ایستگاه کشور,0,,26,157,120,1980,1503020004218486
7689,ایستگاه کلاته خان,0,,15,270,790,1154,2003030002242043
7690,ایستگاه کنترل گاز شهری,0,,10,76,706,1723,2908010001829056
7691,ایستگاه کوه پنک,0,,28,236,984,1677,6030002003897
7692,ایستگاه کویر,0,,15,363,791,2244,2004020004243099
7693,ایستگاه کویرزدایی شهیدصدوقی,0,,31,22,1013,2308,2101020002244490
7694,ایستگاه گاز,0,,2,110,659,1325,415020002804202
7695,ایستگاه گاز,0,,11,246,582,2323,920010003540917
7696,ایستگاه گاز,0,,12,364,750,2174,2807010001828102
7697,ایستگاه گاز,0,,17,158,828,947,718020001807077
7698,ایستگاه گاز,0,,17,158,1028,1613,718010001807068
7699,ایستگاه گاز,0,,17,167,579,2309,724010002807655
7700,ایستگاه گاز,0,,17,314,1051,972,709040002907438
7701,ایستگاه گاز,0,,17,329,842,1746,720020001807497
7702,ایستگاه گاز,0,,17,331,501,2021,710020001707051
7703,ایستگاه گاز,0,,31,119,1017,1149,2103020005921084
7704,ایستگاه گاز,0,,31,448,1021,1753,2105030002821173
7705,ایستگاه گاز جعفر آباد,0,,28,228,983,954,10020002301403
7706,ایستگاه گاز سی -ان - جی امام علی (ع),0,,31,409,1019,983,2104010003821065
7707,ایستگاه گاز شهید دستیاری,0,,13,204,1024,37,619020001363098
7708,ایستگاه گاز مبارک آباد,0,,17,329,842,2296,720020002807503
7709,ایستگاه گاز هنشک,0,,31,16,109,137,2107010001921458
7710,ایستگاه گاز AG1 اسفالت,0,,17,329,842,1746,720020001807498
7711,ایستگاه گاز AG10 اسفالت,0,,17,329,842,1746,720020001807499
7712,ایستگاه گاز AG9 اسفالت,0,,17,329,842,1746,720020001807500
7713,ایستگاه گاز AM2,0,,17,329,842,1746,720020001807501
7714,ایستگاه گاز AM3,0,,17,329,842,1746,720020001807502
7715,ایستگاه گاز AM4 آسفالت,0,,17,314,841,631,709030003907411
7716,ایستگاه گاز AM5 آسفالت,0,,17,314,841,631,709030003907412
7717,ایستگاه گام کوه,0,,22,324,910,2496,506020002052938
7718,ایستگاه گرداب,0,,15,256,789,870,2002010001240542
7719,ایستگاه گرگر,0,,13,85,761,634,605020001060028
7720,ایستگاه لارستان,0,,15,177,47,606,2001010003239294
7721,ایستگاه لاهورد,0,,15,247,342,2228,2008010001240307
7722,ایستگاه لرزه نگاری,0,,12,65,532,2144,2802050001828111
7723,ایستگاه مازو,0,,13,46,42,2279,602010003054584
7724,ایستگاه ماکروویو,0,,10,318,1080,2536,2904030003395995
7725,ایستگاه ماکروویو,0,,17,373,847,1152,711040003082351
7726,ایستگاه ماکروویو میبد دیجیت,0,,31,414,1020,1603,2106010002250086
7727,ایستگاه ماکرویو,0,,13,46,42,834,602010001361183
7728,ایستگاه ماکرویو,0,,17,47,820,237,736010002081062
7729,ایستگاه ماکرویو مخابرات,0,,13,441,285,2156,622010002362922
7730,ایستگاه ماکرویوانبان کوه,0,,15,177,788,1242,2001020003500002
7731,ایستگاه ماکرویوشمش,0,,31,409,1019,423,2104010005248812
7732,ایستگاه ماکرویومیاندشت,0,,15,410,793,2416,2007010001500572
7733,ایستگاه ماکرویوهفتادر,0,,31,22,1013,2308,2101020002244491
7734,ایستگاه مانی,0,,31,61,1015,2297,2102020001510131
7735,ایستگاه مانی (قطار),0,,21,227,1098,1524,805030001384873
7736,ایستگاه مایکروویو,0,,15,363,791,2244,2004020004243566
7737,ایستگاه مایکروویو ارچلون,0,,31,409,1019,119,2104010001821926
7738,ایستگاه مایکروویونهصدونه شهراباد,0,,24,390,543,2181,2712020001022080
7739,ایستگاه مایکرویو تلویزیونی,0,,17,392,849,2027,712040008807203
7740,ایستگاه محیط بانی,0,,10,76,706,1963,2908010002829057
7741,ایستگاه محیط بانی,0,,31,61,1015,2042,2102020003921287
7742,ایستگاه محیط زیست,0,,17,331,843,1068,710040005373221
7743,ایستگاه مخابرات,0,,17,158,1028,1613,718010001373354
7744,ایستگاه مخابرات,0,,17,283,21,1830,707060002371255
7745,ایستگاه مخابرات اولیایی,0,,30,443,1011,2591,1304070006210439
7746,ایستگاه مخابرات بزن,0,,17,229,834,1014,719020002074542
7747,ایستگاه مخابرات چارک,0,,29,84,405,408,2203020001253646
7748,ایستگاه مخابرات حمید,0,,13,49,35,151,603040002361641
7749,ایستگاه مخابرات خط لوله نفت,0,,15,270,790,871,2003030001500527
7750,ایستگاه مخابرات خورین,0,,22,339,911,2423,502040006050065
7751,ایستگاه مخابرات سرخه دیزه,0,,22,176,905,902,513020003046739
7752,ایستگاه مخابرات شرکت نفت,0,,4,332,465,689,1010020001810745
7753,ایستگاه مخابرات کولی کش,0,,17,158,828,947,718020001071183
7754,ایستگاه مخابرات کوه سلطان,0,,2,404,670,27,407020001342688
7755,ایستگاه مخابرات کوه گنو,0,,29,82,992,257,2202040001252802
7756,ایستگاه مخابرات کوهپناه,0,,28,121,979,2049,3020004001381
7757,ایستگاه مخابرات ماکرویو,0,,13,277,771,1616,612020003363519
7758,ایستگاه مخابرات ماه فرخان,0,,17,28,299,990,702010001072860
7759,ایستگاه مخابرات نامن,0,,11,178,66,286,939020001394312
7760,ایستگاه مخابراتی,0,,2,26,1056,2471,401050002904039
7761,ایستگاه مخابراتی,0,,17,175,177,1869,705050001807966
7762,ایستگاه مخابراتی,0,,17,175,831,2500,705030007373974
7763,ایستگاه مخابراتی,0,,17,314,1051,972,709040002372208
7764,ایستگاه مخابراتی,0,,17,401,575,2293,713020001373046
7765,ایستگاه مخابراتی,0,,21,138,31,1765,803060002096072
7766,ایستگاه مخابراتی ابوالحسن,0,,17,350,514,80,733020002080261
7767,ایستگاه مخابراتی اهوان پارس,0,,15,256,789,870,2002010001240143
7768,ایستگاه مخابراتی بیداعلم,0,,17,2,821,454,701040003072372
7769,ایستگاه مخابراتی پشمین,0,,6,400,633,766,1608010001460168
7770,ایستگاه مخابراتی پللک کوه,0,,16,434,408,1454,1115020002811961
7771,ایستگاه مخابراتی تل پلویی,0,,17,2,821,254,701040001373538
7772,ایستگاه مخابراتی خواجه مراد,0,,11,396,16,1406,916010004163230
7773,ایستگاه مخابراتی دوجینگ,0,,16,120,796,573,1121010002410908
7774,ایستگاه مخابراتی ده شیخ,0,,17,283,21,1830,707060002373843
7775,ایستگاه مخابراتی ریونکوه,0,,15,256,789,870,2002010001240144
7776,ایستگاه مخابراتی شرکت نفت میاندشت,0,,15,410,793,2416,2007010001242633
7777,ایستگاه مخابراتی کرند,0,,22,176,905,902,513020003046740
7778,ایستگاه مخابراتی کوه ایج,0,,17,28,818,249,702020001073029
7779,ایستگاه مخابراتی کوه قلا,0,,10,243,711,2393,2903010002131730
7780,ایستگاه مخابراتی ماکرویو,0,,15,270,790,1154,2003030002242044
7781,ایستگاه مخابراتی ماکرویوشهیدتیموری,0,,15,270,790,871,2003030001500528
7782,ایستگاه مخابراتی مانشت,0,,6,53,625,1131,1601030001223715
7783,ایستگاه مخابراتی میدان گازی شانول اسفالت,0,,17,167,579,2309,724010002807671
7784,ایستگاه مخابراتی میرآباد,0,,16,120,1057,2474,1121020001193698
7785,ایستگاه مراتع(ایستگاه منابع طبیعی),0,,10,303,33,858,2907030003542240
7786,ایستگاه مطالعات زراعت دیم,0,,13,59,759,1870,615020003364109
7787,ایستگاه مطالعاتی پارک ملی,0,,2,26,656,271,401040002804698
7788,ایستگاه معدن زغال سنگ اولنگ البرز,0,,24,206,919,1883,2711020003324344
7789,ایستگاه مکرویو مخابرات,0,,13,276,770,826,614020003363940
7790,ایستگاه منصوری,0,,13,49,433,2341,603050001055691
7791,ایستگاه مورد (قطار),0,,21,227,1098,1524,805030001384874
7792,ایستگاه مولدبرق,0,,13,95,144,570,606040002362373
7793,ایستگاه مهرداد,0,,31,61,1015,2297,2102020001245439
7794,ایستگاه میاندره,0,,15,256,789,870,2002010001240543
7795,ایستگاه میاندشت,0,,13,330,366,1497,627020001055692
7796,ایستگاه میانه,0,,1,413,651,1807,310040003036271
7797,ایستگاه میمه کوه,0,,4,272,1052,2557,1016020002910117
7798,ایستگاه نظامیه,0,,13,49,755,2234,603020009055837
7799,ایستگاه نظراباد,0,,31,35,1014,1220,2108020001250091
7800,ایستگاه نقاب,0,,11,136,722,303,936010001145587
7801,ایستگاه نودشت,0,,28,236,984,1677,6030002003898
7802,ایستگاه نیرو گاه برق سورمق,0,,17,2,821,1489,701040004370055
7803,ایستگاه نیروی برق فسا,0,,17,309,840,678,708030001370414
7804,ایستگاه های پمپاژ آب رییسیان,0,,4,257,122,474,1005010001810634
7805,ایستگاه هرزند,0,,1,391,649,2575,307020007032291
7806,ایستگاه هشترود,0,,1,440,1065,2502,311030003037296
7807,ایستگاه هفت خوان,0,,15,177,47,606,2001010003239292
7808,ایستگاه هما,0,,31,22,426,2470,2101030002244492
7809,ایستگاه هواشناسی,0,,11,116,719,2420,906020005393369
7810,ایستگاه هواشناسی بندبهمن,0,,17,348,423,1747,728020002077658
7811,ایستگاه یزدگرد,0,,31,448,1021,1791,2105030003250701
7812,ایستوچاه,0,,10,241,367,1119,2906020001153160
7813,ایستی باغچه,0,,3,365,52,226,2405010002027633
7814,ایستی بلاغ,0,,30,335,407,2409,1305030002202869
7815,ایسک,0,,10,429,398,1597,2905010001136130
7816,ایسی کلا,1,1966,27,56,291,481,216040001015888
7817,ایسی/ خار تیرو,0,,11,64,716,323,931010001160297
7818,ایشان,0,,13,268,769,653,611010003064963
7819,ایشانلر,0,,24,371,926,52,2706040001323778
7820,ایشقلو,0,,1,436,655,124,324020001027100
7821,ایشک,0,,10,99,707,298,2901040008133941
7822,ایشکو بالا محله,0,,25,262,272,1166,115010002013510
7823,ایشکو پایین محله,0,,25,262,272,1166,115010002013511
7824,ایشکه دره,0,,1,73,150,1505,313010002029535
7825,ایشکه سو,0,,2,278,453,748,417010001042986
7826,ایشگاه,0,,25,376,292,1250,111040001008584
7827,ایشگاه,0,,25,376,942,282,111020002013939
7828,ایشگه,0,,2,411,63,22,408050003045145
7829,ایشلق,1,4883,1,413,502,612,310030001036203
7830,ایشلق کندی,0,,1,140,642,714,323020002037297
7831,ایشلیکی,0,,25,10,931,2204,102020002008893
7832,ایقربلاغ,1,6327,5,235,620,1446,3002010001260713
7833,ایقرچمن سفلی,0,,1,73,638,2406,313020004029540
7834,ایقرچمن علیا,0,,1,73,638,2406,313020004029541
7835,ایکی قد,0,,24,342,922,2032,2709020004827004
7836,ایگان,0,,5,336,7,29,3001030001261822
7837,ایگدرسفلی,1,4562,24,371,926,1752,2706040003022370
7838,ایگدرعلیا,0,,24,371,926,1752,2706040003022371
7839,ایگدلوی سفلی,0,,2,144,663,779,416020002041112
7840,ایگدلوی علیا,0,,2,144,663,779,416020002041113
7841,ایگده,0,,12,284,748,862,2804020001150385
7842,ایگدیر,0,,2,26,656,378,401040005040035
7843,ایگل,0,,8,275,290,1248,2304010001260050
7844,ایل,0,,27,426,92,558,214010002022854
7845,ایل اباد,0,,11,148,723,1179,918020002164184
7846,ایل بلاغی,0,,2,278,453,748,417010001042987
7847,ایل تیمور,0,,2,404,241,1925,407010001044296
7848,ایل چوپان,0,,18,322,419,2531,2603040004238283
7849,ایل حصار,0,,11,148,536,460,918010001163722
7850,ایل خانلار,0,,3,365,1036,87,2405050001034538
7851,ایل سون,0,,1,132,377,2515,319010003027395
7852,ایل شیرزادی,0,,22,372,547,2191,508020002352967
7853,ایل شیرزادی,0,,22,372,913,758,508010001053189
7854,ایل یوردی / شاه گلدی/,0,,1,343,4,1515,315030002026269
7855,ایلا,0,,13,59,417,1663,615030004057092
7856,ایلات یالقوزاغاج,1,4827,1,391,649,1977,307020005032082
7857,ایلال,0,,27,233,210,785,207010002019496
7858,ایلان,0,,17,331,163,641,710010001080369
7859,ایلان,0,,18,322,288,181,2603020002237729
7860,ایلان جوق,0,,20,98,480,2140,1202020003812025
7861,ایلان دره,0,,4,257,122,474,1005010001175943
7862,ایلان قره,0,,2,383,669,735,406040001043604
7863,ایلان قره تازه کند,0,,2,383,669,735,406040001043605
7864,ایلان کش,0,,1,343,647,2456,315020004332663
7865,ایلانجیق,0,,11,179,188,1822,907010001145061
7866,ایلانلو,0,,2,110,22,2130,415010001043079
7867,ایلانلو,0,,30,209,1006,1215,1308030002209487
7868,ایلانلو,0,,30,335,534,2408,1305010003210277
7869,ایلانی,0,,2,89,375,441,410010003043999
7870,ایلبگی,0,,9,234,700,765,1408010002212496
7871,ایلجاق,0,,14,230,317,740,1904020004235476
7872,ایلچی بالا,0,,29,74,990,1134,2209020001253443
7873,ایلخانی اباد,0,,22,286,909,2118,510020004047880
7874,ایلخچی,0,,3,349,446,1474,2407020002030492
7875,ایلخچی,0,,1,440,1065,61,311030001037801
7876,ایلخچی /قشلاق ایلخچی /,0,,3,365,52,226,2405010002034842
7877,ایلخچی سفلی,0,,3,365,591,90,2405040003034539
7878,ایلخچی علیا,0,,3,365,591,90,2405040003034540
7879,ایلدرجین,0,,18,15,5,934,2606020002237007
7880,ایلر,0,,26,157,120,594,1503020006451040
7881,ایلرد,0,,26,41,275,1174,1501040003216805
7882,ایلزگی,0,,2,26,656,271,401040002039788
7883,ایلشهر,0,,7,185,106,418,1803050001480965
7884,ایلکده,0,,1,48,637,2214,302020005026704
7885,ایلکوفی,0,,25,291,223,776,104060002012275
7886,ایللی,0,,1,343,4,14,315030001026201
7887,ایلن,0,,14,230,317,739,1904020001236188
7888,ایلو,0,,20,252,43,613,1203040002203188
7889,ایلوارپنجدانگه,0,,24,337,921,1382,2704010003021178
7890,ایلواریکدانگه,1,4497,24,337,921,1382,2704010003021179
7891,ایلوانق,0,,3,162,588,915,2403040001030825
7892,ایلود,0,,29,74,990,1134,2209020001253445
7893,ایله,0,,11,114,718,1945,904020002137877
7894,ایلی آباد,0,,23,97,111,434,1705010001817001
7895,ایلی بلاغ,0,,14,385,786,2290,1909020005235292
7896,ایلیخی بلاغی,0,,19,327,859,1889,2501030002003274
7897,ایلیه,0,,4,418,616,424,1013030002171664
7898,ایمان,0,,22,134,494,1997,509040002352950
7899,ایمان آباد بالا,0,,26,188,950,2522,1504020006221420
7900,ایمان آباد پایین,0,,26,188,950,2522,1504020006221421
7901,ایمان اباد,0,,26,157,949,123,1503060001219511
